image,x,y,outer_radius,color,state,notes
hpma_f000787_t013.117.png,948,890,90,unknown,shrinking_outer,
hpma_f000788_t013.133.png,1236,754,45,unknown,shrinking_outer,
hpma_f000788_t013.133.png,948,664,164,unknown,shrinking_outer,
hpma_f000788_t013.133.png,950,892,75,unknown,shrinking_outer,
hpma_f000789_t013.150.png,1240,760,46,unknown,shrinking_outer,
hpma_f000789_t013.150.png,946,660,172,unknown,shrinking_outer,
hpma_f000789_t013.150.png,946,898,76,unknown,shrinking_outer,
hpma_f000790_t013.167.png,1240,758,40,unknown,shrinking_outer,
hpma_f000790_t013.167.png,944,660,165,unknown,shrinking_outer,
hpma_f000790_t013.167.png,944,888,79,unknown,shrinking_outer,
hpma_f000791_t013.183.png,1234,758,39,unknown,shrinking_outer,
hpma_f000791_t013.183.png,944,666,148,unknown,shrinking_outer,
hpma_f000791_t013.183.png,950,894,79,unknown,shrinking_outer,
hpma_f000792_t013.200.png,1234,762,32,unknown,shrinking_outer,
hpma_f000792_t013.200.png,940,658,146,unknown,shrinking_outer,
hpma_f000792_t013.200.png,940,892,87,unknown,shrinking_outer,
